Ia_rms,Ib_rms,Ic_rms,I_avg,current_imbalance,I_fundamental,THD,sideband_2pct,sideband_3pct,sideband_4pct,sideband_5pct,vib_rms,vib_peak,vib_crest,vib_kurtosis,vib_band_0_100,vib_band_100_500,vib_band_500_1000,vib_band_1000_3000,vib_band_3000_5000,vib_dominant_freq,load_factor,fault_type,severity,health_index
27.542670041254155,27.53585299319136,27.535909202689137,27.538144079044883,0.0002475492917470675,38.94652087891625,0.002720255422626958,0.0007549455707806865,0.00038017700870633875,0.00043953290193921593,0.0005894543224262968,0.4012315934160612,1.0108329611259306,2.5193254412489323,2.042161636951388,0.907662911765223,0.03610054534714381,0.005869429727260506,0.025140889162516195,0.02522622399785624,24.0,0.983138125948698,normal,0.0,100.0
24.13978288629252,24.131254835516703,24.128978099083355,24.13333860696419,0.00044771207934098014,34.135057157924294,0.002502068511091403,0.0004165785187980996,0.0006746999517188811,0.000634196380500172,0.000698679649008721,0.4005540131076797,0.9922192969350427,2.4771173536296778,2.0536244014755236,0.9036580461083275,0.03975116762844666,0.006279900753854905,0.02504412882774682,0.025266756681623804,24.0,0.8614247533128174,normal,0.0,100.0
19.283303322966553,19.291639170642966,19.30301935213295,19.292653948580824,0.0010219448925453086,27.267727422916302,0.002504411539671483,0.0003638144842635724,0.0007050889960876707,0.0005169848948401939,0.0007652454309624315,0.4001808131450785,0.9508129910526375,2.375958466324414,2.041498274413409,0.908482420875095,0.03566830153988028,0.0062466616589935756,0.0251344348992268,0.024468181026804228,23.0,0.6890640752673343,normal,0.0,100.0
19.753991700284114,19.763799209801054,19.75580189570743,19.757864268597533,0.0004963851043620601,27.933179439424467,0.0024505832718510244,0.0005849283707631568,0.000581329249324228,0.0008715599674952231,0.0006084103776287684,0.39968273050558506,0.9821210865709968,2.457251743973644,2.0754865473668263,0.9055053745030642,0.037534133567605446,0.006205195953359082,0.025375438113615752,0.02537985786235548,24.0,0.7055702400623765,normal,0.0,100.0
19.542380925494758,19.5356182259392,19.54060819356552,19.53953578166649,0.0003461033891042497,27.63424088468383,0.00217247547417616,0.0006000384099560932,0.00022237245937878718,0.000544825704586697,0.0007460614554661074,0.4001844865425457,1.0407617855201288,2.600704976127254,2.051115797807434,0.906920550848207,0.03699713667352345,0.005721259423046282,0.02595695166023562,0.0244041013949876,24.0,0.6979399677039599,normal,0.0,100.0
24.34256702257829,24.341250810474154,24.318276073777408,24.334031302276617,0.0009982295370274065,34.42163561136679,0.002625686249278799,0.0005290489053532838,0.0007080432922141202,0.0004674535666442574,0.00043765869416334085,0.39871456031200064,0.9391544821433305,2.3554556959455577,2.0430637116004577,0.9052207085165036,0.03818433044876564,0.006134047846355763,0.025282922129289183,0.02517799105908588,24.0,0.8690948781446578,normal,0.0,100.0
21.22837329920945,21.22697724207997,21.21832891041708,21.224559817235498,0.00047324367990974947,30.018394378352376,0.0019223934375345892,0.000574907962146267,0.0004682611262562981,0.0003858379229970049,0.0004882247575097298,0.39850711793286014,1.036036082095875,2.5997931667319043,2.0530502011578164,0.9053769106725269,0.03774746581267337,0.006477917539899202,0.02468311904514351,0.025714586929757272,24.0,0.7580196911214683,normal,0.0,100.0
24.48307609933701,24.477330707741384,24.446328262182085,24.468911689753494,0.001501817392651412,34.6206463527735,0.002428639805726917,0.0007703158633149266,0.0005040601430279693,0.00042855483543036214,0.0008071280664382351,0.40146890674430763,0.9508470314023747,2.3684201078315676,2.0366334096811363,0.9081631627568676,0.0356459846148479,0.006724743071388931,0.02525209013545636,0.02421401942143932,24.0,0.873712944244643,normal,0.0,100.0
24.490301923781917,24.516505944932256,24.501398386969385,24.502735418561187,0.0010694324818317357,34.630637578735545,0.0024128381165862303,0.0008024895955158118,0.0005817687151757237,0.0012776663465684827,0.0005182920869521834,0.3993363533613765,0.955139041429979,2.3918159050389107,2.054005978808386,0.9070611817870469,0.03561703635358688,0.00641175308420702,0.02621883980232449,0.024691188972834684,24.0,0.8748579284048688,normal,0.0,100.0
23.339983123475225,23.3221345044856,23.328321603048966,23.330146410336596,0.0007650453055758275,33.00412804323739,0.00228186853469539,0.0004297070270014735,0.000417881846560053,0.0006707703416323366,0.00037409977747788066,0.4000275342636954,0.9570287317386807,2.392407146423611,2.05954756801802,0.9044511282095105,0.03865849166039364,0.006424819095381714,0.025471901014282396,0.02499366002043192,24.0,0.8332414286044985,normal,0.0,100.0
14.107611614868347,14.107676332931797,14.108062669114124,14.107783538971423,3.197201350103167e-05,19.94890702427828,0.002329099431479613,0.0005354315992027474,0.00037951047495116114,0.0009803232407819093,0.0004231875511837493,0.39881124916920335,1.0818136848508362,2.7125957131461353,2.065726088010341,0.9106764857621702,0.0345097538698178,0.006716203833720405,0.024333543152266476,0.023764013382025294,23.0,0.5036896058720386,normal,0.0,100.0
25.04688073478759,25.035249185083014,25.030177738331417,25.03743588606734,0.0006671208877849236,35.41789010990407,0.0023077391921517967,0.0005385775014130911,0.00036179101112819784,0.0006653686002541558,0.00035379743375239423,0.40090218467418626,1.0255431828558668,2.5580882870202544,2.0351174392547846,0.9080610463549962,0.036016183025391835,0.006158931144070139,0.025432312264704077,0.024331527210837877,24.0,0.8944412803576585,normal,0.0,100.0
16.43320329611051,16.4490879655761,16.44646655447448,16.442919272053697,0.0009660492278028506,23.237506410430232,0.002343982885150274,0.0005164294236615069,0.0006630304006981644,0.0007301339562692309,0.00048676702536650906,0.4008684839598627,0.9594422017169122,2.393408911170421,2.0653215042235096,0.9078663492301904,0.03629309554105657,0.006561433577782119,0.023818551632528277,0.025460570018442954,23.0,0.5873428920054331,normal,0.0,100.0
16.501948775232258,16.499974341141115,16.50191813657834,16.501280417650573,0.00011965338695961645,23.334577568126505,0.002305283922278693,0.0009246602738601624,0.000363193884400529,0.0007482209590609372,0.0004478746617731327,0.4002792513807194,0.9769785640385917,2.4407424583427977,2.0492874648988435,0.9084950415851046,0.03535067337528936,0.006377847874210131,0.023830635339481845,0.025945801825913994,23.0,0.5891790482042384,normal,0.0,100.0
