fault_type,severity,noise_level,rpm,load,vib_axial_mean,vib_axial_std,vib_axial_max,vib_axial_rms,vib_radial_mean,vib_radial_std,vib_radial_max,vib_radial_rms,vib_tangential_mean,vib_tangential_std,vib_tangential_max,vib_tangential_rms,temp_bearing_mean,temp_bearing_std,temp_bearing_max,temp_bearing_rms,temp_motor_mean,temp_motor_std,temp_motor_max,temp_motor_rms,temp_oil_mean,temp_oil_std,temp_oil_max,temp_oil_rms,temp_ambient_mean,temp_ambient_std,temp_ambient_max,temp_ambient_rms,current_u_mean,current_u_std,current_u_max,current_u_rms,current_v_mean,current_v_std,current_v_max,current_v_rms,current_w_mean,current_w_std,current_w_max,current_w_rms,voltage_mean,voltage_std,voltage_max,voltage_rms,pressure_inlet_mean,pressure_inlet_std,pressure_inlet_max,pressure_inlet_rms,pressure_outlet_mean,pressure_outlet_std,pressure_outlet_max,pressure_outlet_rms,flow_rate_mean,flow_rate_std,flow_rate_max,flow_rate_rms,rpm_mean,rpm_std,rpm_max,rpm_rms,load_mean,load_std,load_max,load_rms,power_mean,power_std,power_max,power_rms
normal,0.0,1.022850925619684,1409,0.5191551256716596,0.004042783679754856,0.28729778318523963,0.5326333967540847,0.28732622630563026,0.007807574792426606,0.47577222187487545,0.7964606558728005,0.4758362799660142,0.004291046432828321,0.19259691091515532,0.3663590271242,0.19264470709975132,67.78767634655902,0.5283402699444013,69.60320877137839,67.7897352694837,80.37164191254728,1.0503551602378192,83.43215858324496,80.3785050226823,55.20212857552922,0.31615243046922864,56.473537128085624,55.2030338987682,24.997314752231922,0.0978353069255735,25.345923507394975,24.99750620700859,16.137580820435236,7.825898025156144,25.640675220830566,17.935054910320794,16.16394253854063,7.812210101144736,25.56046097359384,17.952817746907343,16.167976742761148,7.815703275080704,25.593827442373193,17.957970086804707,399.96797740377446,1.020423893568134,403.6260667219238,399.96927908701787,2.258891861827567,0.02016484142183646,2.318873581888209,2.258981864526668,7.554182999447612,0.050479659881310646,7.717556023506235,7.554351658825863,41.5549420168493,0.5063945736198829,43.04834960850944,41.558027401308394,1409.2194295276315,5.138248292824177,1424.1337478996816,1409.2287969501979,51.8652193502861,0.9907112329758077,55.47815253402299,51.87468059661125,5.492759041471052,0.23171584488816857,5.8051560032728124,5.497644415605126
normal,0.0,1.2543260228013022,1478,0.7365523663006102,0.004287768881740641,0.31645522192292214,0.6493216753042401,0.316484268873303,0.009922079150132877,0.5226166723288634,0.9508557259340973,0.5227108510933709,0.004309136133109901,0.21074370120765026,0.42408694371341693,0.2107877516671997,71.0454302328009,0.6316716353880438,72.98299552178304,71.04823830341421,84.77970752331585,1.2701389488832033,89.11848319878631,84.78922137092928,57.36926635278943,0.3896989928920878,58.5671570142521,57.37058991471465,25.00499281305748,0.1231773435184905,25.428877142093455,25.00529620378476,18.905979310999836,9.161477138469692,30.08466667935661,21.008777143533525,18.93526538655776,9.146046827022943,29.96568435504762,21.028420002973803,18.937838644962962,9.142990087182278,29.9663580317846,21.029407986839907,400.0601294158981,1.2395676449122182,403.99880297519655,400.0620497825449,2.368915003294646,0.024847034093152236,2.449601042200344,2.3690453072783773,8.209794300168417,0.06343102539862151,8.376526445942906,8.210039338886322,58.91801260969818,0.6252245038809654,61.83063368824777,58.92132988618644,1477.7958523387972,6.3585197567422584,1498.2972245295962,1477.8095316931913,73.65936448834555,1.217213151665777,77.7378989422914,73.66942096069118,6.435907401787748,0.27208609989371313,6.840461623605582,6.4416562257032695
normal,0.0,0.9753888126672371,1438,0.6940018468255904,0.0005818920529976255,0.30854879775118843,0.5540659256285667,0.3085493464456944,0.0007332227243384257,0.5131160702527888,0.8718178102720688,0.5131165941257682,-0.0010688815802779772,0.2059987414761419,0.35808411750571545,0.20600151455168234,70.41873483080748,0.4771042916168302,72.12537548810413,70.42035106186746,83.8902947427638,0.9488157703381906,87.11612772777131,83.89566021787911,56.944855350850894,0.3007876463634992,57.83875303488362,56.94564973847903,25.004332548539008,0.09683265938228844,25.273471003144003,25.004520046620577,18.36964712543659,8.90761459341377,29.104762171821466,20.415423905906508,18.391425668062887,8.88639291266634,29.10594918070037,20.425780697495235,18.39203012905892,8.881223123048423,29.02523818051315,20.424076391102272,400.0327143601179,0.9647665713107951,402.9289893759027,400.0338777314501,2.346726491829353,0.019210607240315907,2.4110460993832175,2.3468051207725455,8.081985993785677,0.04865609048968945,8.222523435238788,8.08213245492114,55.52233483217317,0.49170646072037216,57.156242104314266,55.52451206863024,1438.0910097485123,4.84306651199024,1454.4872706822982,1438.099164735428,69.40091993959338,0.979630273268495,72.29794948850999,69.40783359199561,6.251190742477902,0.2631474685660863,6.602357266406661,6.256726962961879
normal,0.0,1.442304529114632,1239,0.4854440059468803,0.007060857987131149,0.2858696284282873,0.567524477598002,0.28595681522432975,0.008541251342387415,0.46760079452968867,0.818983723696355,0.4676787957768557,0.004444758301524734,0.18806332965840314,0.3758862186964972,0.18811584685656918,67.30290799173179,0.7385195738613075,69.87825791352752,67.30695978355052,79.69677883075737,1.4374938559339603,84.12872761170695,79.70974184241538,54.859501850549286,0.4294454969490269,56.33117533664331,54.86118269528346,24.995689311893752,0.14650254724777195,25.52880697881696,24.99611864216262,15.723738778292129,7.617383797118546,25.059405614002692,17.471705614523493,15.727740223091892,7.605989688194888,24.95680549638848,17.470343203898132,15.733266102782109,7.600915297382452,25.050927389677575,17.4731100728787,400.03851721213084,1.458562362483901,404.32915122796254,400.0411762024574,2.2414120610270105,0.029805714661255672,2.330380539801046,2.241610226587981,7.453684434210192,0.0724235339762201,7.69416013626024,7.454036276612888,38.84434624706513,0.7126886831377516,41.13628248551865,38.85088365173894,1239.183153126223,7.418113082136982,1263.7596583616012,1239.2053564254586,48.55292125894941,1.3879607871347694,52.35488771453962,48.572755716804515,5.348122624671046,0.2260354476830103,5.695800636572698,5.352897125120898
normal,0.0,1.0863800686523173,1413,0.4187505609132264,0.006244730007405566,0.2751225367189134,0.5656413396703717,0.27519339901879053,0.0076629234251747785,0.45295316557133664,0.7937954688849195,0.4530179804340163,0.0034558129697537447,0.18342317252518148,0.3556608774440223,0.18345572452906564,66.28149275767818,0.5366180234575783,67.70342178808303,66.28366496422211,78.37818968953289,1.1252217589499849,82.01493495597472,78.38626629081917,54.18783259330821,0.3328867132888839,55.22452089048389,54.18885507855171,25.002149977503784,0.1088552955673916,25.297814546054607,25.00238694550913,14.863737609965574,7.209576950296758,23.583791737081505,16.51994841215176,14.881921358970823,7.188024856161487,23.588382424115878,16.526926050157886,14.884484980476271,7.193046289675316,23.597484262082396,16.531418815680507,400.00239799943813,1.0889122913389884,403.4029415463982,400.0038801502794,2.209330519736191,0.02200538421937818,2.2799545579658775,2.20944010608399,7.255611907154697,0.05471052466255773,7.44730372876768,7.255818175006446,33.50425422516733,0.544363919669806,35.37607035807573,33.508676238575596,1412.880223021901,5.618889880107454,1430.51404288862,1412.8913958722735,41.90123742190731,1.082883704747722,45.33508086568999,41.9152279560192,5.0580920242619,0.2140620880026779,5.35855588800862,5.062619628554166
normal,0.0,1.2857437873768287,1698,0.8769806766912798,0.0011016936944221328,0.33736384069255454,0.6758806457969143,0.3373656395305065,0.007200307093177891,0.5550075186327356,0.946290571911972,0.5550542227216207,0.004282264780132907,0.2255568064213024,0.415841088943613,0.2255974528105848,73.14502782713954,0.6315252618659051,75.06592367687273,73.1477540324335,87.53455795400261,1.3154111293034219,91.88439469732117,87.54444095795996,58.76337697858541,0.3882173148943194,60.04435127881183,58.76465933374349,24.997504833866444,0.12699067290296373,25.36986918235599,24.997827396599497,20.701744531268776,10.034689313219289,32.78102775838357,23.005590978080832,20.72660348632581,10.009979844761686,32.81823929202975,23.017206358980843,20.719263389745286,10.01538784197796,32.94424055244883,23.012950029035373,400.008966837415,1.2573707875595435,404.5697039018104,400.01094301485494,2.4381705834699754,0.025845908115507448,2.5293652861624025,2.4383075698247416,8.630735431480316,0.06446214157098647,8.842408111968549,8.630976158923486,70.15732243501174,0.6550768629524292,72.3980584666035,70.1603806784611,1697.8578282919711,6.410682003375202,1718.4268526346282,1697.8699308062667,87.70974247620758,1.3105101034517683,93.19091351527267,87.71953238574577,7.043583595603695,0.29818177136631835,7.45113312546375,7.049892356414573
normal,0.0,1.1088414171857677,1201,0.6844248168521749,-0.002040362876081187,0.3091246400793496,0.5962496513395145,0.30913137366636456,-0.000485084801627786,0.51106217888,0.8445482372320974,0.5110624090938777,0.0011434730833549942,0.2037871677400842,0.37379753443021163,0.20379037579389653,70.28001656489741,0.5534090090460394,72.48657534120812,70.28219539750837,83.69764708533131,1.0968550026290118,87.0971562403353,83.70483390173749,56.85509241332723,0.33539099006448075,57.80959512578748,56.85608164870488,25.007926007168372,0.11197045556939673,25.372806721964217,25.00817667409859,18.247636395545225,8.843405022199434,28.863307480490096,20.277624279256408,18.276192793245144,8.82971943443207,28.939921288117073,20.297368506943286,18.263387024849493,8.82480790745762,28.93969711311212,20.28370134425587,399.9314768047029,1.1278246515309187,403.26928140319285,399.9330670595209,2.3418025509375533,0.02169742899738923,2.41172417580111,2.3419030650312425,8.055379445728867,0.054922863518195385,8.232345427972257,8.055566679980258,54.731670836914766,0.5373872324386866,56.35363624024188,54.734308962824905,1200.9819462807095,5.649398925528467,1217.9161961717527,1200.9952335460873,68.43814375650973,1.100040252636695,71.64675471086714,68.44698393204855,6.208133564518843,0.26109998255353994,6.587843160923166,6.213621774440001
normal,0.0,1.42412340245215,1267,0.5610020554381903,0.004267768799004551,0.2973125905214543,0.6062948881038253,0.29734321975303174,0.002774702968925598,0.487428214976771,0.9407942216954053,0.48743611246193796,0.001123371366539664,0.19879339409058144,0.4466078969199887,0.19879656812249144,68.42416856172116,0.7039357821621305,70.47833757246472,68.42778944952292,81.18407209601128,1.4710266206481706,86.09530970180248,81.19739824285637,55.62885901291357,0.42076526793610275,56.884700644891346,55.63045028120226,25.006662207973896,0.14626559708424977,25.467549830679324,25.007089962820547,16.672909450479157,8.093647848596486,26.547747391307976,18.53356536236263,16.694984521545194,8.061687948100253,26.561719062896636,18.539507025462637,16.691546932471464,8.066466601821523,26.632718151252803,18.538490295522976,399.9539347825531,1.4741153603569805,404.7078498515861,399.9566513562968,2.2793980031045833,0.027665977376516045,2.3717136844574425,2.2795658935116045,7.68259453439603,0.0721414911984218,7.8932566509705016,7.682933240285514,44.86084015773481,0.7153729696930649,47.13887862537274,44.8665436393712,1266.8510728413116,7.049118203898051,1290.8808968153226,1266.8706843346854,56.145703186254394,1.4273978846950004,60.083307912296654,56.163844695677746,5.672741066027262,0.2404696554643886,6.0342457484457075,5.6778355785802095
normal,0.0,0.9267393704889939,1393,0.3848700319262839,0.003615134343055926,0.27317245496628423,0.4943037357161443,0.2731963750649428,0.004039337567996558,0.4433509930233702,0.7457994925527407,0.44336939369198314,0.0018680395334860621,0.17928489556466123,0.32075927387887937,0.179294627218247,65.80586026511457,0.45076335867840467,67.21073613779451,65.80740408827347,77.71034012608001,0.9140558905907666,80.50126569355949,77.71571566087626,53.835012962159965,0.2793981838357139,54.65353159799911,53.83573798120595,24.996667758526797,0.0921430899542481,25.294096595110624,24.99683758756694,14.43905260181527,7.001790665617054,22.900784029142894,16.047159018440315,14.455941023413908,6.98527732904823,22.97356351222533,16.055165219833032,14.45411218487883,6.984391757916778,22.875778513022006,16.053133254325104,400.01977941204444,0.9190565114349696,402.64761234339295,400.0208351895335,2.1933857332277675,0.018227229782715973,2.2459915301393565,2.193461466867532,7.1534406997453805,0.045745374456911375,7.310801006670202,7.153586966274884,30.780436800102486,0.4639892189822428,32.23147650552102,30.783933725247575,1392.6834753523926,4.849090758371666,1407.0623336545684,1392.691917188005,38.4467352823106,0.9202202792972781,41.64172672205186,38.457746413830556,4.9131752827873925,0.20747167533773853,5.220669588444021,4.917553848760623
normal,0.0,0.9801493394023948,1374,0.5287621150408057,0.0003105439850969072,0.2878648946197555,0.5522300347721246,0.28786506212461704,-0.0011218743267753589,0.4784313431790071,0.8189502486490451,0.47843265851953914,-0.001899634850682348,0.1915814332053303,0.35915052523534163,0.191590850933896,67.9552422515711,0.4897255159508456,69.66807003779208,67.9570068539712,80.58454116297892,0.9914905131832594,83.87382067226292,80.5906404484142,55.281638210738116,0.28209539480522,56.242914732174086,55.28235795509007,25.00504892041026,0.09370082236563965,25.363245300715786,25.005224481220363,16.260694267378664,7.884864446567134,25.762799294823047,18.07155957292839,16.289998297798633,7.867611750317907,25.753900516655232,18.090421752850947,16.29703380175879,7.873674398113696,25.732905892680353,18.099393892149525,400.0262154793855,0.937043084627643,403.18755881723564,400.02731296812993,2.2642486362503,0.019097603453835117,2.3224035123445024,2.2643291733356756,7.58447970604475,0.04689624314726324,7.7803350684393795,7.58462468873879,42.288702211793975,0.5005983074876524,44.05276600277135,42.29166505853427,1374.0534152498717,4.989619407834027,1390.9060053251221,1374.0624746574194,52.91446415054925,0.9780356210055996,55.74718568363567,52.92350205736311,5.536435710413602,0.2329232492101645,5.858114307156998,5.5413331983887755
