rms,peak,crest_factor,std,kurtosis,skewness,spectral_centroid,spectral_spread,band_0_100,band_100_200,band_200_500,band_500_1000,band_1000_3000,temperature,current,unit_id,cycle,health_index,rul
0.7434380321108375,1.258680575737813,1.693053787097832,0.7434375992560719,1.6423397027035285,-0.0006703541863725145,38.39378135151643,190.39712440159695,0.9956487680435328,0.00010498770941494145,0.00029172465302310547,0.0004937935965843934,0.0016800635510219786,64.66361587365222,9.198632171163954,0,0,99.42054497099157,264
0.7430201166089941,1.3319566796345101,1.7926253271759494,0.7430198584040371,1.6434637201120634,-0.0013373506764178783,38.57520669805037,191.36377557144598,0.9955685032783098,0.00011426177912346064,0.00026116493992819846,0.0004678777857671587,0.0018071691097055864,65.03833354094218,10.084160408762399,0,1,100.0,263
0.7431537237898486,1.267616258303936,1.7057255016357784,0.7431537168917736,1.640860908553354,0.0004649592212378503,38.75911565613547,193.80692761412269,0.9956043885881797,9.348893909614924e-05,0.0002607819999756895,0.0004230048487679838,0.0017879805977424747,65.50862727042977,10.316147854412362,0,2,98.29442098185962,262
0.7422070349487173,1.3310040272015173,1.7933055933557445,0.7422070093358548,1.6393079201614373,0.00023551705250268642,38.42090610443544,189.8340454559468,0.995666533322438,8.684375799469514e-05,0.00025258414187375735,0.0004321410739443088,0.0017978989281141411,67.2545921629199,9.555731258325451,0,3,100.0,261
0.7428432235412928,1.2936112399831499,1.7414323762909594,0.7428432233376787,1.64189322211866,-0.0019921453657316844,38.386931447440304,189.90450086614382,0.995716101161978,9.24196286361537e-05,0.0002527504439162344,0.000417478937996882,0.001775842931582752,64.01799253196229,10.400554985631752,0,4,98.04517100718134,260
0.7428666289636057,1.270103635610636,1.7097330612126078,0.7428666223328939,1.6380189868171027,0.0019120145341708257,38.87666110362544,194.31931197145076,0.995478711808558,0.00010201243257386992,0.0002721651113357629,0.00048144580578172254,0.0018050030841384938,65.88950142187775,9.429260517366197,0,5,100.0,259
0.743330585830261,1.2581407601002133,1.6925723010508662,0.7433304991922071,1.6432443491711894,0.0025831318863514846,38.06550317470375,185.81412194793882,0.9957533320026128,9.137312440026519e-05,0.00025754670016536974,0.00042621565600669376,0.0017575627959777746,66.9532586325753,10.098948577562432,0,6,97.44309779921369,258
0.7432877953783809,1.2874235697421097,1.7320660688189142,0.743287795354435,1.6398258759735425,-6.354051945042795e-05,38.39039604488131,190.478503304876,0.9956921214392385,8.6013941911721e-05,0.0002583559939465181,0.00046757490732139814,0.001697480350193306,64.00727690686385,10.101064964543538,0,7,99.08196338511542,257
0.7431469953946773,1.296682402251621,1.7448531855571414,0.7431466425776372,1.6417674874704569,-0.00032948027446621483,38.915779082761986,195.37268070216916,0.9955413794653184,9.661611013322956e-05,0.0002751770872695973,0.0004542141970065142,0.0017566017313385104,65.07241676376208,9.32682876275225,0,8,100.0,256
0.7436053366437712,1.2813882793073752,1.7232101709905188,0.7436052579198189,1.6419447299762564,0.0006272192235633926,38.83236168491695,194.3278609135212,0.9955669849356206,7.151348751917243e-05,0.0002728869276677484,0.0004492256686910217,0.0017948112869493084,65.87334486523193,9.741572272790783,0,9,100.0,255
0.7433554686617372,1.2847465537873042,1.7283071261993046,0.7433554347280215,1.6412041998447873,-0.0019841724266924554,38.70588034818019,192.90397013333254,0.9955598687986503,9.192883689489188e-05,0.00026486744840522377,0.0004796177724381756,0.0017760513071831906,64.96773242192265,10.905292900625621,0,10,100.0,254
0.7419699427264217,1.2639019809294036,1.7034409457141961,0.7419699383384634,1.6411164713278341,0.002223385386124075,38.40207050412206,189.7755318309958,0.9956595311632994,9.820179525841926e-05,0.00025743374781734077,0.0004705701297654815,0.0017567965278693237,64.73228571935054,10.003832178158863,0,11,97.4277240926185,253
0.7436544285108213,1.2859052775046904,1.7291704697835717,0.7436541689923282,1.6406166743786934,-0.002856132397627623,37.85040732062676,185.51372157545353,0.995963428366391,8.691603249968981e-05,0.00022361837844424057,0.00039170091108046187,0.001634321099346684,65.21932974811568,9.595719783387784,0,12,95.7108427767065,252
0.7428712351717166,1.2687885201352753,1.7079521457604852,0.7428712264210748,1.6419474378338847,0.002593547999769956,37.31107028949813,179.59007493340005,0.996085522317146,7.387754828175296e-05,0.00024181724062353677,0.000399143649844932,0.001631698047663093,66.2817093887727,9.732256250351753,0,13,95.03095361800892,251
0.7431637696371111,1.2615439816813074,1.697531598314222,0.7431634282133046,1.6417482048705918,-0.0005947956215795828,37.845605728411435,185.177549675478,0.995886828679444,7.175549178591785e-05,0.0002742970772052051,0.00043676758594813757,0.001687735892532597,66.57684461314471,10.531265186578885,0,14,96.87725630873409,250
0.74309643032004,1.2677191949452227,1.7059955386937276,0.7430962798776154,1.6393050072491238,-0.0022357583583449496,38.566421967507516,191.2128561376817,0.9955886858975633,8.403573793413404e-05,0.00025750769316696206,0.0004795379450115498,0.001821424264599564,65.74775752801034,9.395558443857176,0,15,98.86445571521021,249
0.7435962232675598,1.265993352477393,1.7025279484533704,0.743596154362123,1.6429950619770837,-0.0006280771976373942,38.04713563269102,187.35701727821632,0.9958896895518421,7.610349520252886e-05,0.0002556293632433935,0.0004034179609854602,0.0016531142898324866,65.8048223007115,9.806006922148779,0,16,94.87718085911158,248
0.7432428296005598,1.2856451815005714,1.7297781159779426,0.7432422195861795,1.6411121973261804,-0.0031181165071171484,38.42902975166411,190.78456438228076,0.995703051186037,7.183271779059992e-05,0.0002655030301825235,0.0004568723950412594,0.0016979952621319202,65.01306749595945,9.578229243715297,0,17,98.49387927751266,247
0.7428832724647353,1.27052863868422,1.7102668558801506,0.7428831111818036,1.6395474204318887,-0.0016244529758561203,37.72513470806864,183.97114879556702,0.9959410291423545,7.81046067249934e-05,0.0002684264720420367,0.0004193137119327926,0.0016248494688325262,66.81016844362117,9.878817220241853,0,18,95.01972756357313,246
0.7436311711402731,1.307584634052249,1.758377922817864,0.7436311235403396,1.6425885444945338,8.297886677449932e-05,38.122906786305286,187.3901971795484,0.995789030008151,8.523690545459856e-05,0.00025901239255014016,0.00043168867077365554,0.0017111673867986042,65.48819428188327,9.386042822431309,0,19,97.34564712394074,245
0.7428293168751157,1.280220322385905,1.7234380675381118,0.7428291171978253,1.6390736426067523,-0.00012880969170180382,37.905354717695104,185.7691198739233,0.9958401230899758,0.00010551178810223363,0.00026287478097015906,0.0004234640719482153,0.0016568620946029284,66.8014420929434,10.837429218660434,0,20,97.0678651984611,244
0.7439695715732836,1.2884631294525044,1.7318761125240272,0.7439695159390418,1.6430448331822576,-0.00032869641005164705,38.52535261952869,191.16322116278198,0.9956542482932776,9.121232455820481e-05,0.00026951281925552314,0.0004272077597704108,0.0017688559459410407,64.59171062870342,10.835269710823782,0,21,98.82508158025969,243
0.7431211431396156,1.271939749248973,1.7116183020646532,0.74312112695881,1.6399376462678505,-0.0030976409286657377,37.07476526597202,178.40816589742036,0.996265390404679,6.893863923978138e-05,0.0002156700243587512,0.0003594740159681164,0.0015536344417009238,68.12496713394329,9.820971761631592,0,22,92.25359635144864,242
0.742523486325296,1.2843601109413545,1.7297232136017344,0.7425233608868362,1.637608666624949,-0.002543281183965806,37.029547848854655,177.9423031652264,0.9962408408040624,6.442554006219903e-05,0.0002274514046937105,0.0003718366472391212,0.0015617976989068254,68.8931621056373,10.432677144872686,0,23,90.52746876887727,241
