rms,peak,crest_factor,std,kurtosis,skewness,spectral_centroid,spectral_spread,band_0_100,band_100_200,band_200_500,band_500_1000,band_1000_3000,label,label_name
0.7438030805845977,1.2952693880011152,1.7414143901946313,0.7438030752157161,1.642343296810466,0.00044017399848980665,38.333056107047625,188.41339126741053,0.9956741083895281,8.998675538031704e-05,0.0002653636873477239,0.0004406282421934679,0.0018005527326993213,0,normal
0.7439157593088855,1.274590854109004,1.7133537475978835,0.7439157175401402,1.6413401929688212,0.0019975523056206573,38.85300808488328,193.6161311632308,0.9954729178720975,8.867206435271194e-05,0.00028990859871544144,0.0004622250746401961,0.0018305460654705432,0,normal
0.7433766703117365,1.3028391201612943,1.7525961900511973,0.7433766422761136,1.6403117877663702,0.002631739993614345,38.652744624993154,192.21110136324532,0.9956305031541199,8.20834989878846e-05,0.0002554633953454324,0.00040868649463059967,0.0018117857823417849,0,normal
0.7430360527919063,1.2603085500301845,1.69616069811776,0.7430359455603045,1.643341988075094,0.0018829123125625347,38.57391902352326,190.3104525537591,0.9955418029050659,8.740540960926264e-05,0.0002845912736546167,0.0004925020742561114,0.001814443153448135,0,normal
0.7426411359298671,1.2550693439633578,1.6900078426060725,0.7426407430392052,1.6426103297511836,-0.0005009255825765954,38.41849222886084,189.1663114914771,0.9956249699216371,8.585039970540613e-05,0.0002593757543139926,0.0004697601891131711,0.0018257513220819946,0,normal
0.7427505249098835,1.2677000040909943,1.7067641981738106,0.7427503710907429,1.641408559176087,0.00024893679436403755,38.642797790343465,192.300746990016,0.9955381403363567,0.0001004337343159062,0.00029625196048546756,0.00045124471512541007,0.0018230992978386965,0,normal
0.7438865329566144,1.2862370088606863,1.7290768845464544,0.7438865045872768,1.6437852773073727,0.0019960077290134045,38.79658004419102,193.3152273305386,0.9955409085468883,9.043090650909606e-05,0.000281996397200983,0.00045287306887424085,0.001805657616962658,0,normal
0.7428983398392828,1.294458107440046,1.7424431285175395,0.7428983397673072,1.6418259723756294,0.001654990581314736,38.646952910016445,191.91144101468052,0.9955668241566863,9.846673197036972e-05,0.0002602913816080476,0.00045042540206492797,0.001819128499541597,0,normal
0.7432364367268469,1.2932328771847055,1.7400019876312824,0.7432363080751574,1.6435945292900098,-0.0020362381402932676,38.59759153180671,191.67915355427255,0.9956199854125202,9.606786136247408e-05,0.00026888467584339866,0.00044430702090013683,0.0017900733587648287,0,normal
0.7430692266462774,1.3032930912514176,1.7539322643377655,0.7430690691234869,1.6409045925154686,0.0007710057475205089,38.401819258286075,188.9240038623604,0.9956336733708309,8.976185707437353e-05,0.0002641062449889923,0.0004543077876965026,0.0018335684484102595,0,normal
0.7431698865948142,1.2789185163745351,1.7208965802348475,0.7431698660221023,1.6388182982337416,8.714744898169238e-07,38.78026659295517,193.67950511621444,0.9955599541014051,7.858957106598235e-05,0.0002524578654023751,0.0004423615607493238,0.0018284713411749458,0,normal
0.7433967776506457,1.2937573330645684,1.7403321778623055,0.7433967469320318,1.640982814057499,-0.0007225762668533237,38.58294293069442,190.96040431359893,0.9955749655119888,7.576991808093426e-05,0.000286967651908513,0.00045377398278765305,0.001844072337708838,0,normal
0.7425255199485459,1.2821767601959286,1.726778037588228,0.7425254932210731,1.640050758821845,-0.002295809545452982,38.883352339969,195.24116996988803,0.9955306949190293,0.0001136637876806684,0.0002800432304082506,0.00044837551082116677,0.0017338232931959378,0,normal
0.7428732985698647,1.2711306030598415,1.7111001371390602,0.7428731338254628,1.6387777872493212,-0.0035270384563283715,38.81665422537337,193.43841510411696,0.9954979646211286,9.846678493654556e-05,0.00026745289182800614,0.0004596618734549129,0.0018650819911724067,0,normal
0.7436100223707462,1.2673709833907845,1.7043489803300464,0.7436099099768687,1.6421114968308697,-8.473180843202557e-05,38.710109301443715,193.1301828291779,0.9955666484682113,9.886951195004214e-05,0.00025937123847976143,0.00046842303218455714,0.001777112442564786,0,normal
0.7433007178284672,1.2858129836755168,1.7298691536744164,0.743300570329545,1.642820963554813,0.000639604129189847,38.649995015761704,192.41065947262857,0.9956306891240168,7.566231071771659e-05,0.00027202933568405517,0.0004381837186267088,0.0017778357268199178,0,normal
0.7432996971038044,1.2796852833811612,1.721627613151642,0.7432994371790306,1.6407255476373503,-0.002285154970947358,38.641335462074835,191.95768429046248,0.9955893871019587,8.382493234008232e-05,0.0002714954555030429,0.00044641102133936904,0.001816131718398243,0,normal
0.7431661757579142,1.271292770603188,1.7106440148553137,0.7431659262189331,1.641700092165352,-0.0005893503542736608,38.564803100410316,190.75238529604633,0.9955770997213851,9.43561992890169e-05,0.0002743938814162947,0.0004214156430268875,0.001856240951963083,0,normal
0.7443119794622165,1.3281676700945133,1.7844233422847053,0.7443116960771152,1.6424965332819297,0.00019690341777469088,38.99063819575925,194.62432965986227,0.9954345075094214,0.00010412946052607682,0.00027871682317551693,0.00045916453639566825,0.0018775327089408374,0,normal
0.7433897611291209,1.2723864806860385,1.7116007607549428,0.743389760593816,1.6410523610179824,0.0012075924326097923,38.39963690708615,189.69270392213213,0.9956688418972965,9.022949466733928e-05,0.0002528562574522748,0.00043375894780929856,0.0018130030003650859,0,normal
0.7438304543658597,1.2630674010673848,1.6980581981470386,0.7438304330185558,1.640253148878062,-0.0014216282760283068,38.54783617739665,191.77688684586295,0.9956344620764469,8.183013236694936e-05,0.00026418082941144055,0.00047099278456849545,0.0017286518434336765,0,normal
0.743893305754471,1.2769087542645172,1.7165213672267847,0.743893055763849,1.6427687000821576,-0.0018105805288599144,38.64042621422435,192.00352128800094,0.9955469810285251,0.00011171948662298649,0.0002884690801777194,0.00045208494280884727,0.0017819400751218075,0,normal
0.7433005790835766,1.2699409002703852,1.708515957079045,0.7433005649165203,1.643084203500561,0.0002750606158210465,38.81553430962103,193.85891631028557,0.9955378739473313,9.568119465004418e-05,0.00027423312637551414,0.0004754205741499171,0.0017666325623948904,0,normal
0.7435091908748608,1.2873920702778887,1.731507943786223,0.7435089180954568,1.641579367587716,-0.0007997039410426749,38.73276616591146,193.25386734222445,0.9955543886773113,9.196842143582469e-05,0.00029008922902012225,0.00044582190801690765,0.001774854778491401,0,normal
0.7430740028435887,1.2733147046134585,1.7135772476775524,0.7430735006647513,1.6425090931641042,-0.001337876249771302,39.0838737702212,196.58447833513364,0.9954990462499141,7.737159703531442e-05,0.00026782817760761645,0.00043865720910070904,0.001820686718761608,0,normal
0.7440004316274389,1.29792094810958,1.7445163913016637,0.7440002717222876,1.6424291392019068,-0.0014119273708592562,38.799299541442835,193.94650342213336,0.9955319576450592,8.51837151289858e-05,0.00029902435247360727,0.0004624480301915065,0.0017538632871067106,0,normal
0.7430462409216001,1.2749284364318583,1.7158130493340022,0.743046230298368,1.6419094987794487,0.0005034247853643396,38.782583308353445,193.56064888863514,0.9955753156043196,7.139936270056268e-05,0.00028196509331148307,0.00044084151910344825,0.001800897782619905,0,normal
0.7438284691481527,1.2643134673378922,1.6997379366049399,0.7438280409214056,1.6407488683209743,-5.200475863370928e-05,38.856885379055655,194.56629830848942,0.9955671176815566,7.542711845387116e-05,0.00026682967872798126,0.0004357309535821401,0.0018088475094352678,0,normal
